"lb_nom_abg","cd_poul","GS1","GS2","id","nom","prenom","numero_licence","ordre","libelle","distance_km","indemnite","couple","lb_catc","presence"
"1/32CHALU15M","A","PDL0049022 - CLUB 22 - 2","PDL0049066 - CLUB 66 - 3","ID 108","NOM 102","Prénom 96","LIC 108",1,"Délégué de club","","","NON","U15","P"
"1/32CHALU15M","A","PDL0049022 - CLUB 22 - 2","PDL0049066 - CLUB 66 - 3","ID 109","NOM 103","Prénom 97","LIC 109",1,"Arbitre","","","NON","U15","P"
"1/32CHALU15M","A","PDL0049022 - CLUB 22 - 2","PDL0049066 - CLUB 66 - 3","ID 110","NOM 98","Prénom 98","LIC 110",1,"Marqueur","","","NON","U15","P"
"1/32CHALU15M","A","PDL0049022 - CLUB 22 - 2","PDL0049066 - CLUB 66 - 3","ID 111","NOM 104","Prénom 99","LIC 111",2,"Arbitre","","","NON","U15","P"
"FCAU20M","A","PDL0049023 - CLUB 23 - ","PDL0049068 - CLUB 68 - ","ID 112","NOM 105","Prénom 100","LIC 112",1,"Arbitre","(35,00Km)","50.6","NON","U20","P"
"FCAU20M","A","PDL0049023 - CLUB 23 - ","PDL0049068 - CLUB 68 - ","ID 102","NOM 96","Prénom 91","LIC 102",2,"Arbitre","(46,00Km)","58.96","NON","U20","P"
"DMU15-P2","D1A","PDL0049024 - CLUB 24 - 1","PDL0049066 - CLUB 66 - 2","ID 113","NOM 106","Prénom 62","LIC 113",1,"Chronometreur","","","NON","U15","P"
"1/2CHALU20M","A","PDL0049025 - CLUB 25 - ","PDL0049006 - CLUB 6 - ","ID 114","NOM 107","Prénom 101","LIC 114",1,"Arbitre","(15,00Km)","35.4","NON","U20","P"
"1/2CHALU20M","A","PDL0049025 - CLUB 25 - ","PDL0049006 - CLUB 6 - ","ID 115","NOM 108","Prénom 102","LIC 115",1,"Marqueur","","","NON","U20","P"
"1/2CHALU20M","A","PDL0049025 - CLUB 25 - ","PDL0049006 - CLUB 6 - ","ID 116","NOM 109","Prénom 26","LIC 116",1,"Aide marqueur","","","NON","U20","P"
"1/2CHALU20M","A","PDL0049025 - CLUB 25 - ","PDL0049006 - CLUB 6 - ","ID 117","NOM 110","Prénom 92","LIC 117",1,"Délégué de club","","","NON","U20","P"
"1/2CHALU20M","A","PDL0049025 - CLUB 25 - ","PDL0049006 - CLUB 6 - ","ID 118","NOM 111","Prénom 103","LIC 118",1,"Chronometreur","","","NON","U20","P"
"1/2CHALU20M","A","PDL0049025 - CLUB 25 - ","PDL0049006 - CLUB 6 - ","ID 119","NOM 87","Prénom 104","LIC 119",2,"Arbitre","(2,00Km)","25.52","NON","U20","P"
"1/16CHALU15M","A","PDL0049025 - CLUB 25 - ","PDL0049007 - CLUB 7 - ","ID 120","NOM 112","Prénom 26","LIC 120",1,"Arbitre","","","NON","U15","P"
"1/16CHALU15M","A","PDL0049025 - CLUB 25 - ","PDL0049007 - CLUB 7 - ","ID 121","NOM 31","Prénom 105","LIC 121",2,"Arbitre","","","NON","U15","P"
"1-4CHAU20M","A","PDL0049025 - CLUB 25 - ","PDL0049017 - CLUB 17 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"FDM2","A","PDL0049026 - CLUB 26 - ","PDL0049043 - CLUB 43 - 1","ID 122","NOM 113","Prénom 106","LIC 122",1,"Arbitre","(16,00Km)","36.16","NON","Seniors","P"
"FDM2","A","PDL0049026 - CLUB 26 - ","PDL0049043 - CLUB 43 - 1","ID 59","NOM 58","Prénom 57","LIC 59",2,"Arbitre","(17,00Km)","36.92","NON","Seniors","P"
"DMU9-4-P2","D4A","PDL0049026 - CLUB 26 - 2","PDL0049055 - CLUB 55 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"16CHAF","A","PDL0049027 - CLUB 27 - ","PDL0049066 - CLUB 66 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"FDM4","A","PDL0049027 - CLUB 27 - 1","PDL0049017 - CLUB 17 - 2","ID 91","NOM 88","Prénom 58","LIC 91",1,"Arbitre","(9,00Km)","30.84","NON","Seniors","P"
"FDM4","A","PDL0049027 - CLUB 27 - 1","PDL0049017 - CLUB 17 - 2","ID 40","NOM 39","Prénom 26","LIC 40",3,"Arbitre","(15,00Km)","35.4","NON","Seniors","A"
"FDM4","A","PDL0049027 - CLUB 27 - 1","PDL0049017 - CLUB 17 - 2","ID 123","NOM 114","Prénom 107","LIC 123",2,"Arbitre","(4,00Km)","27.04","NON","Seniors","P"
"DFU9-2-P2-P2","D2A","PDL0049028 - CLUB 28 - ","PDL0049048 - CLUB 48 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-2","D2A","PDL0049029 - CLUB 29 - ","PDL0049006 - CLUB 6 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-3-P2","D3A","PDL0049029 - CLUB 29 - ","PDL0049021 - CLUB 21 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-P2","D1A","PDL0049029 - CLUB 29 - ","PDL0049039 - CLUB 39 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-3-P2","D3A","PDL0049029 - CLUB 29 - ","PDL0049096 - CLUB 96 - ","ID 124","NOM 115","Prénom 108","LIC 124",1,"Arbitre","","","NON","U15","P"
"DMU11-3-P2","D3A","PDL0049029 - CLUB 29 - ","PDL0049060 - CLUB 60 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"1-8CHAU15M","A","PDL0049029 - CLUB 29 - ","PDL0049066 - CLUB 66 - 3","ID 125","NOM 116","Prénom 109","LIC 125",1,"Délégué de club","","","NON","U15","P"
"1-8CHAU15M","A","PDL0049029 - CLUB 29 - ","PDL0049066 - CLUB 66 - 3","ID 69","NOM 68","Prénom 67","LIC 69",1,"Arbitre","","","NON","U15","P"
"DFU18","D1A","PDL0049030 - CLUB 30 - ","PDL0049077 - CLUB 77 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DMU11-2-P2","D2A","PDL0049030 - CLUB 30 - 1","PDL0049020 - CLUB 20 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU11-P3","D1A","PDL0049030 - CLUB 30 - 1","PDL0049023 - CLUB 23 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9-2","D2A","PDL0049030 - CLUB 30 - 1","PDL0049027 - CLUB 27 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11","D1A","PDL0049030 - CLUB 30 - 1","PDL0049041 - CLUB 41 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17","D1A","PDL0049030 - CLUB 30 - 2","PDL0049022 - CLUB 22 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU15-P2-P2","D1A","PDL0049030 - CLUB 30 - 3","PDL0049035 - CLUB 35 - 1","ID 126","NOM 117","Prénom 110","LIC 126",2,"Arbitre","","","NON","U15","P"
"DFU9-2-P2","D2A","PDL0049031 - CLUB 31 - ","PDL0049006 - CLUB 6 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"8CHAU18F","A","PDL0049032 - CLUB 32 - ","PDL0049072 - CLUB 72 - ","ID 127","NOM 118","Prénom 111","LIC 127",1,"Arbitre","","","NON","U18","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049049 - CLUB 49 - 1","ID 122","NOM 113","Prénom 106","LIC 122",1,"Arbitre","(22,00Km)","46.72","NON","Seniors","A"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049049 - CLUB 49 - 1","ID 10","NOM 10","Prénom 10","LIC 10",2,"Arbitre","(32,00Km)","54.32","NON","Seniors","P"
"PRF-P2","PRFPH","PDL0049032 - CLUB 32 - 2","PDL0049049 - CLUB 49 - 1","ID 128","NOM 119","Prénom 112","LIC 128",1,"Marqueur","","","NON","Seniors","P"
"DMU9-3-P2-P2","D3A","PDL0049033 - CLUB 33 - ","PDL0049027 - CLUB 27 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-4-P2-P2","D4A","PDL0049033 - CLUB 33 - ","PDL0049048 - CLUB 48 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"FCAU15M","A","PDL0049034 - CLUB 34 - 1","PDL0049035 - CLUB 35 - ","ID 129","NOM 120","Prénom 53","LIC 129",1,"Délégué de club","","","NON","U15","P"
"FCAU15M","A","PDL0049034 - CLUB 34 - 1","PDL0049035 - CLUB 35 - ","ID 130","NOM 121","Prénom 113","LIC 130",1,"Aide marqueur","","","NON","U15","P"
"FCAU15M","A","PDL0049034 - CLUB 34 - 1","PDL0049035 - CLUB 35 - ","ID 59","NOM 58","Prénom 57","LIC 59",1,"Arbitre","(22,00Km)","40.72","NON","U15","P"
"FCAU15M","A","PDL0049034 - CLUB 34 - 1","PDL0049035 - CLUB 35 - ","ID 131","NOM 122","Prénom 114","LIC 131",1,"Marqueur","","","NON","U15","P"
"FCAU15M","A","PDL0049034 - CLUB 34 - 1","PDL0049035 - CLUB 35 - ","ID 132","NOM 123","Prénom 115","LIC 132",1,"Chronometreur","","","NON","U15","P"
"FCAU15M","A","PDL0049034 - CLUB 34 - 1","PDL0049035 - CLUB 35 - ","ID 133","NOM 124","Prénom 116","LIC 133",2,"Arbitre","(16,00Km)","36.16","NON","U15","P"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 91","NOM 88","Prénom 58","LIC 91",1,"Arbitre","(34,00Km)","49.84","NON","U15","P"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 112","NOM 105","Prénom 100","LIC 112",2,"Arbitre","(69,00Km)","76.44","NON","U15","P"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 134","NOM 47","Prénom 42","LIC 134",1,"Délégué de club","","","NON","U15","P"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 79","NOM 77","Prénom 75","LIC 79",1,"Aide marqueur","","","NON","U15","P"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 135","NOM 125","Prénom 54","LIC 135",1,"Marqueur","","","NON","U15","P"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 123","NOM 114","Prénom 107","LIC 123",3,"Arbitre","(44,00Km)","57.44","NON","U15","A"
"1/2CAU15M","A","PDL0049035 - CLUB 35 - ","PDL0049041 - CLUB 41 - 1","ID 136","NOM 126","Prénom 117","LIC 136",1,"Chronometreur","","","NON","U15","P"
"DFU15-3","D3A","PDL0049036 - CLUB 36 - 2","PDL0049006 - CLUB 6 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF3","DF 3A","PDL0049036 - CLUB 36 - 2","PDL0049045 - CLUB 45 - 1","ID 137","NOM 127","Prénom 118","LIC 137",1,"Arbitre","","","NON","Seniors","P"
"FCHAF","A","PDL0049036 - CLUB 36 - 2","PDL0049049 - CLUB 49 - 2","ID 5","NOM 5","Prénom 5","LIC 5",2,"Officiel de Table de Marque","(37,00Km)","53.12","NON","Seniors","P"
"FCHAF","A","PDL0049036 - CLUB 36 - 2","PDL0049049 - CLUB 49 - 2","ID 123","NOM 114","Prénom 107","LIC 123",2,"Arbitre","(26,00Km)","49.76","NON","Seniors","P"
"FCHAF","A","PDL0049036 - CLUB 36 - 2","PDL0049049 - CLUB 49 - 2","ID 7","NOM 7","Prénom 7","LIC 7",1,"Officiel de Table de Marque","(38,00Km)","53.88","NON","Seniors","P"
"FCHAF","A","PDL0049036 - CLUB 36 - 2","PDL0049049 - CLUB 49 - 2","ID 138","NOM 128","Prénom 119","LIC 138",1,"Arbitre","(45,00Km)","64.2","NON","Seniors","P"
"2CHAF","A","PDL0049036 - CLUB 36 - 2","PDL0049054 - CLUB 54 - 2","ID 139","NOM 129","Prénom 120","LIC 139",1,"Arbitre","(24,00Km)","48.24","NON","Seniors","P"
"2CHAF","A","PDL0049036 - CLUB 36 - 2","PDL0049054 - CLUB 54 - 2","ID 140","NOM 130","Prénom 121","LIC 140",2,"Arbitre","(35,00Km)","56.6","NON","Seniors","P"
"DFU13-4","D4A","PDL0049036 - CLUB 36 - 3","PDL0049042 - CLUB 42 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM4","DM 4A","PDL0049036 - CLUB 36 - 3","PDL0049056 - CLUB 56 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"TEST","A","PDL0049000 - HORS ASSOCIATION - BARRAGE - ","PDL0049000 - HORS ASSOCIATION - BARRAGE - 2","ID 122","NOM 113","Prénom 106","LIC 122",2,"Arbitre","(49,00Km)","67.24","NON","Seniors","P"
"TEST","A","PDL0049000 - HORS ASSOCIATION - BARRAGE - ","PDL0049000 - HORS ASSOCIATION - BARRAGE - 2","ID 78","NOM 76","Prénom 74","LIC 78",1,"Arbitre","(10,00Km)","37.6","NON","Seniors","A"
"TEST","A","PDL0049000 - HORS ASSOCIATION - BARRAGE - ","PDL0049000 - HORS ASSOCIATION - BARRAGE - 2","ID 123","NOM 114","Prénom 107","LIC 123",2,"Arbitre","(2,00Km)","31.52","NON","Seniors","P"
"TQRU17M040922","A","PDL0049000 - HORS ASSOCIATION - BARRAGE - 1","PDL0049000 - HORS ASSOCIATION - BARRAGE - 2","ID 102","NOM 96","Prénom 91","LIC 102",1,"Arbitre","(21,00Km)","30.12","NON","U17","P"
"TQRU17M040922","A","PDL0049000 - HORS ASSOCIATION - BARRAGE - 1","PDL0049000 - HORS ASSOCIATION - BARRAGE - 2","ID 69","NOM 68","Prénom 67","LIC 69",2,"Arbitre","(17,00Km)","27.24","NON","U17","P"
"1/16CHALU17M","A","PDL0049038 - CLUB 38 - 2","PDL0049053 - CLUB 53 - 2","ID 141","NOM 122","Prénom 95","LIC 141",1,"Arbitre","","","NON","U17","P"
"1/16CHALU17M","A","PDL0049038 - CLUB 38 - 2","PDL0049053 - CLUB 53 - 2","ID 142","NOM 122","Prénom 122","LIC 142",2,"Arbitre","","","NON","U17","P"
"32CHAM","A","PDL0049038 - CLUB 38 - 3","PDL0049050 - CLUB 50 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"8CHAM","A","PDL0049038 - CLUB 38 - 4","PDL0049054 - CLUB 54 - 4","ID 59","NOM 58","Prénom 57","LIC 59",1,"Arbitre","(22,00Km)","46.72","NON","Seniors","P"
"8CHAM","A","PDL0049038 - CLUB 38 - 4","PDL0049054 - CLUB 54 - 4","ID 12","NOM 12","Prénom 12","LIC 12",2,"Arbitre","(9,00Km)","36.84","NON","Seniors","P"
"DFU11-3-P2","D3A","PDL0049039 - CLUB 39 - 2","PDL0049033 - CLUB 33 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"8CAU18F","A","PDL0049039 - CLUB 39 - 2","PDL0049077 - CLUB 77 - ","ID 143","NOM 131","Prénom 38","LIC 143",1,"Marqueur","","","NON","U18","P"
"8CAU18F","A","PDL0049039 - CLUB 39 - 2","PDL0049077 - CLUB 77 - ","ID 144","NOM 132","Prénom 123","LIC 144",1,"Chronometreur","","","NON","U18","P"
"DFU15-4","D4A","PDL0049040 - CLUB 40 - ","PDL0049080 - CLUB 80 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"TQRU15M","A","PDL0049041 - CLUB 41 - ","PDL0049015 - CLUB 15 - ","ID 145","NOM 133","Prénom 124","LIC 145",2,"Arbitre","(26,00Km)","33.72","NON","U15","P"
"TQRU15M","A","PDL0049041 - CLUB 41 - ","PDL0049015 - CLUB 15 - ","ID 146","NOM 134","Prénom 125","LIC 146",1,"Délégué de club","","","NON","U15","P"
"TQRU15M","A","PDL0049041 - CLUB 41 - ","PDL0049015 - CLUB 15 - ","ID 147","NOM 135","Prénom 126","LIC 147",1,"Marqueur","","","NON","U15","P"
"TQRU15M","A","PDL0049041 - CLUB 41 - ","PDL0049015 - CLUB 15 - ","ID 148","NOM 136","Prénom 127","LIC 148",1,"Chronometreur","","","NON","U15","P"
"TQRU15M","A","PDL0049041 - CLUB 41 - ","PDL0049015 - CLUB 15 - ","ID 149","NOM 137","Prénom 128","LIC 149",1,"Arbitre","(46,00Km)","48.12","NON","U15","P"
"DFU13-P2-P2","D1A","PDL0049041 - CLUB 41 - 1","PDL0049007 - CLUB 7 - 1","ID 150","NOM 138","Prénom 129","LIC 150",1,"Arbitre","","","NON","U13","P"
"DFU13-P2-P2","D1A","PDL0049041 - CLUB 41 - 1","PDL0049007 - CLUB 7 - 1","ID 151","NOM 135","Prénom 130","LIC 151",2,"Arbitre","","","NON","U13","P"
"1-4CAU15M","A","PDL0049041 - CLUB 41 - 1","PDL0049059 - CLUB 59 - ","ID 152","NOM 139","Prénom 131","LIC 152",1,"Marqueur","","","NON","U15","P"
"1-4CAU15M","A","PDL0049041 - CLUB 41 - 1","PDL0049059 - CLUB 59 - ","ID 153","NOM 140","Prénom 47","LIC 153",2,"Arbitre","","","NON","U15","P"
"1-4CAU15M","A","PDL0049041 - CLUB 41 - 1","PDL0049059 - CLUB 59 - ","ID 146","NOM 134","Prénom 125","LIC 146",1,"Délégué de club","","","NON","U15","P"
"1-4CAU15M","A","PDL0049041 - CLUB 41 - 1","PDL0049059 - CLUB 59 - ","ID 154","NOM 138","Prénom 132","LIC 154",1,"Chronometreur","","","NON","U15","P"
"1-4CAU15M","A","PDL0049041 - CLUB 41 - 1","PDL0049059 - CLUB 59 - ","ID 155","NOM 141","Prénom 133","LIC 155",1,"Arbitre","","","NON","U15","P"
"DMU13-3","D3A","PDL0049042 - CLUB 42 - ","PDL0049060 - CLUB 60 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM3","DM 3A","PDL0049042 - CLUB 42 - ","PDL0049062 - CLUB 62 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMVE","A","PDL0049043 - CLUB 43 - ","PDL0049030 - CLUB 30 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"1-4CHAU15F","A","PDL0049043 - CLUB 43 - ","PDL0049032 - CLUB 32 - ","ID 156","NOM 142","Prénom 134","LIC 156",1,"Délégué de club","","","NON","U15","P"
"1-4CHAU15F","A","PDL0049043 - CLUB 43 - ","PDL0049032 - CLUB 32 - ","ID 157","NOM 143","Prénom 77","LIC 157",2,"Arbitre","","","NON","U15","P"
"1-4CHAU15F","A","PDL0049043 - CLUB 43 - ","PDL0049032 - CLUB 32 - ","ID 158","NOM 144","Prénom 135","LIC 158",1,"Arbitre","","","NON","U15","P"
"4CAM","A","PDL0049043 - CLUB 43 - 1","PDL0049044 - CLUB 44 - 1","ID 59","NOM 58","Prénom 57","LIC 59",2,"Arbitre","(11,00Km)","38.36","NON","Seniors","P"
"4CAM","A","PDL0049043 - CLUB 43 - 1","PDL0049044 - CLUB 44 - 1","ID 138","NOM 128","Prénom 119","LIC 138",1,"Arbitre","(19,00Km)","44.44","NON","Seniors","P"
"DFU13-2","D2A","PDL0049044 - CLUB 44 - ","PDL0049084 - CLUB 84 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU9","D1A","PDL0049044 - CLUB 44 - 1","PDL0049023 - CLUB 23 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"16CAF","A","PDL0049044 - CLUB 44 - 1","PDL0049024 - CLUB 24 - 2","ID 38","NOM 37","Prénom 37","LIC 38",1,"Arbitre","(20,00Km)","45.2","NON","Seniors","P"
"16CAF","A","PDL0049044 - CLUB 44 - 1","PDL0049024 - CLUB 24 - 2","ID 11","NOM 11","Prénom 11","LIC 11",2,"Arbitre","(22,00Km)","46.72","NON","Seniors","P"
"DFU13-3-P2","D3A","PDL0049045 - CLUB 45 - ","PDL0049006 - CLUB 6 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"16CHAM","A","PDL0049045 - CLUB 45 - 2","PDL0049094 - CLUB 94 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"1/2CAU15F","A","PDL0049046 - CLUB 46 - 1","PDL0049084 - CLUB 84 - ","ID 159","NOM 145","Prénom 136","LIC 159",1,"Chronométreur des tirs","","","NON","U15","P"
"1/2CAU15F","A","PDL0049046 - CLUB 46 - 1","PDL0049084 - CLUB 84 - ","ID 160","NOM 146","Prénom 35","LIC 160",1,"Délégué de club","","","NON","U15","P"
"1/2CAU15F","A","PDL0049046 - CLUB 46 - 1","PDL0049084 - CLUB 84 - ","ID 161","NOM 147","Prénom 137","LIC 161",1,"Marqueur","","","NON","U15","P"
"1/2CAU15F","A","PDL0049046 - CLUB 46 - 1","PDL0049084 - CLUB 84 - ","ID 137","NOM 127","Prénom 118","LIC 137",2,"Arbitre","(38,00Km)","52.88","NON","U15","P"
"1/2CAU15F","A","PDL0049046 - CLUB 46 - 1","PDL0049084 - CLUB 84 - ","ID 92","NOM 89","Prénom 84","LIC 92",1,"Arbitre","(55,00Km)","65.8","NON","U15","P"
"1/2CHALU15F","A","PDL0049046 - CLUB 46 - 2","PDL0049067 - CLUB 67 - 1","ID 162","NOM 148","Prénom 136","LIC 162",1,"Chronometreur","","","NON","U15","P"
"1/2CHALU15F","A","PDL0049046 - CLUB 46 - 2","PDL0049067 - CLUB 67 - 1","ID 163","NOM 108","Prénom 138","LIC 163",1,"Marqueur","","","NON","U15","P"
"1/2CHALU15F","A","PDL0049046 - CLUB 46 - 2","PDL0049067 - CLUB 67 - 1","ID 164","NOM 149","Prénom 80","LIC 164",2,"Arbitre","(18,00Km)","37.68","NON","U15","P"
"1/2CHALU15F","A","PDL0049046 - CLUB 46 - 2","PDL0049067 - CLUB 67 - 1","ID 102","NOM 96","Prénom 91","LIC 102",1,"Arbitre","(44,00Km)","57.44","NON","U15","P"
"1/2CHALU15F","A","PDL0049046 - CLUB 46 - 2","PDL0049067 - CLUB 67 - 1","ID 160","NOM 146","Prénom 35","LIC 160",1,"Délégué de club","","","NON","U15","P"
"1/2CHALU15F","A","PDL0049046 - CLUB 46 - 2","PDL0049067 - CLUB 67 - 1","ID 30","NOM 29","Prénom 29","LIC 30",3,"Arbitre","(11,00Km)","32.36","NON","U15","A"
"1-4CHAU15M","A","PDL0049047 - CLUB 47 - ","PDL0049017 - CLUB 17 - ","ID 165","NOM 150","Prénom 139","LIC 165",1,"Marqueur","","","NON","U15","P"
"1-4CHAU15M","A","PDL0049047 - CLUB 47 - ","PDL0049017 - CLUB 17 - ","ID 166","NOM 151","Prénom 140","LIC 166",2,"Arbitre","","","NON","U15","P"
"1-4CHAU15M","A","PDL0049047 - CLUB 47 - ","PDL0049017 - CLUB 17 - ","ID 167","NOM 99","Prénom 141","LIC 167",1,"Arbitre","","","NON","U15","P"
"1-4CHAU15M","A","PDL0049047 - CLUB 47 - ","PDL0049017 - CLUB 17 - ","ID 168","NOM 152","Prénom 142","LIC 168",1,"Délégué de club","","","NON","U15","P"
"1-4CHAU15M","A","PDL0049047 - CLUB 47 - ","PDL0049017 - CLUB 17 - ","ID 169","NOM 153","Prénom 140","LIC 169",1,"Chronometreur","","","NON","U15","P"
"1/2CHALU15M","A","PDL0049047 - CLUB 47 - ","PDL0049082 - CLUB 82 - ","ID 170","NOM 70","Prénom 35","LIC 170",1,"Marqueur","","","NON","U15","P"
"1/2CHALU15M","A","PDL0049047 - CLUB 47 - ","PDL0049082 - CLUB 82 - ","ID 101","NOM 95","Prénom 51","LIC 101",1,"Arbitre","(31,00Km)","47.56","NON","U15","P"
"1/2CHALU15M","A","PDL0049047 - CLUB 47 - ","PDL0049082 - CLUB 82 - ","ID 171","NOM 154","Prénom 31","LIC 171",2,"Arbitre","(18,00Km)","37.68","NON","U15","P"
"1/2CHALU15M","A","PDL0049047 - CLUB 47 - ","PDL0049082 - CLUB 82 - ","ID 172","NOM 155","Prénom 143","LIC 172",1,"Aide marqueur","","","NON","U15","P"
"1/2CHALU15M","A","PDL0049047 - CLUB 47 - ","PDL0049082 - CLUB 82 - ","ID 90","NOM 87","Prénom 83","LIC 90",1,"Chronometreur","","","NON","U15","P"
"1/2CHALU15M","A","PDL0049047 - CLUB 47 - ","PDL0049082 - CLUB 82 - ","ID 173","NOM 156","Prénom 144","LIC 173",1,"Délégué de club","","","NON","U15","P"
"DMU9-4","D4A","PDL0049048 - CLUB 48 - ","PDL0049006 - CLUB 6 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-4","D4A","PDL0049048 - CLUB 48 - ","PDL0049008 - CLUB 8 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-4","D4A","PDL0049048 - CLUB 48 - ","PDL0049019 - CLUB 19 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-4","D4A","PDL0049048 - CLUB 48 - 2","PDL0049083 - CLUB 83 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"FDF4","A","PDL0049049 - CLUB 49 - 2","PDL0049044 - CLUB 44 - ","ID 41","NOM 40","Prénom 39","LIC 41",1,"Arbitre","(18,00Km)","37.68","NON","Seniors","P"
"FDF4","A","PDL0049049 - CLUB 49 - 2","PDL0049044 - CLUB 44 - ","ID 39","NOM 38","Prénom 38","LIC 39",2,"Arbitre","(47,00Km)","59.72","NON","Seniors","P"
"DM4-P2","DM4BA","PDL0049049 - CLUB 49 - 5","PDL0049036 - CLUB 36 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"TQRU17MPB","A","PDL0049050 - CLUB 50 - ","PDL0049039 - CLUB 39 - ","ID 174","NOM 157","Prénom 145","LIC 174",1,"Arbitre","(17,00Km)","27.24","NON","U17","P"
"TQRU17MPB","A","PDL0049050 - CLUB 50 - ","PDL0049039 - CLUB 39 - ","ID 175","NOM 158","Prénom 146","LIC 175",2,"Arbitre","(41,00Km)","44.52","NON","U17","P"
"TQRU17MPB","A","PDL0049050 - CLUB 50 - ","PDL0049039 - CLUB 39 - ","ID 176","NOM 159","Prénom 147","LIC 176",1,"Marqueur","","","NON","U17","P"
"TQRU17MPB","A","PDL0049050 - CLUB 50 - ","PDL0049039 - CLUB 39 - ","ID 177","NOM 159","Prénom 148","LIC 177",1,"Aide marqueur","","","NON","U17","P"
"TQRU17MPB","A","PDL0049050 - CLUB 50 - ","PDL0049039 - CLUB 39 - ","ID 178","NOM 160","Prénom 149","LIC 178",1,"Chronometreur","","","NON","U17","P"
"DMU13-P2-P2","D1A","PDL0049050 - CLUB 50 - 1","PDL0049012 - CLUB 12 - 1","ID 179","NOM 161","Prénom 150","LIC 179",1,"Marqueur","","","NON","U13","P"
"DMU17-3-P2","D3A","PDL0049051 - CLUB 51 - ","PDL0049058 - CLUB 58 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DM5","DM 5A","PDL0049051 - CLUB 51 - ","PDL0049081 - CLUB 81 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
